name,ruc,address,phone,email,contact_name,contact_phone,contact_email,created_by,created_at,updated_by,updated_at
MUNDO LABORAL MANAGEMENT & SERV. CORP. SAC,20477566007,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
WORLD GROUP SAC,20481381364,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ZOEJOHANNER MR SERVICIOS GENERALES S.R.L.,20606900121,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MUNDO LABORAL MINING GROUP SAC,20602352111,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ROCAGU S.R.L,20559800717,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
G.R. TECH S.A.C.,20316555285,CAL.LOS ANTARES NRO. 320 (TORRE A OFICINA 403) LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INGEMIN SERVICE SAC,20481650870,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LUSAN INGENIEROS E.I.R.L.,20608705156,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO SAN CAMILO,20602627005,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
R+B E.I.R.L.,20606606312,,--,--,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INGENIERIA PROYECTOS Y SERVICIOS TRAMAR S.A.C.,20606403420,CAL.AYACUCHO NRO. SN PUERTO CHICAMA LA LIBERTAD - ASCOPE - RAZURI,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
DISTRIBUIDORA DEREK E.I.R.L.,20603950870,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
VICTOR ORLANDO SANCHEZ IPARRAGUIRRE,10403673159,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LUZDINA LEYDI REBAZA SANCHEZ,10442841646,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES TMSI E.I.R.L.,20539950551,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
REBAZA SANCHEZ MARYLIN FLORDELYS,10465613080,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ALCANTARA BOLAÑOS VANIA ANALIA,10443779146,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TEONILA MAURA SANCHEZ IPARRAGUIRRE,10181989284,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MATA REYNALDO JERONIMO LEVI,10805304656,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PEREZ CARRANZA ROBERT ALEXANDER,10443688302,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PALOMINO QUIROZ HUGO PERCY,10193287153,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
AURIFERA MINERA CUARZO S.A.C.,20606112492,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LA ROSA TORO SANCHEZ ROY KENNER,10703165775,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SANTA MARIA SAC,20481924325,CAR.PATAZ NRO. S/N INT. 302 ANX. PUEBLO NUEVO (HOTEL ORLANDOS-COSTADO CEMENTERIO) LA LIBERTAD - PATAZ - PATAZ,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EXPLORACION Y EXPLOTACION MINERA DCR S.A.C. - EXPLOMIN DCR S.A.C.,20602070078,CAL.CALLE SAN PEDRO NRO. S/N C.P. PATAZ LA LIBERTAD - PATAZ - PATAZ,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA FALU E.I.R.L.,20539965230,CAR.PATAZ NRO. S/N INT. 201 ANX. PUEBLO NUEVO (HOTEL ORLANDOS-COSTADO CEMENTERIO) LA LIBERTAD - PATAZ - PATAZ,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CASTILLO ZEGARRA MARVIN,10442184301,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
IPARRAGUIRRE PALOMINO YEKYLL,10439044361,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GOLD DISCO E.I.R.L,20608594494,CAR.PATAZ NRO. S/N INT. 203 ANX. PUEBLO NUEVO (HOTEL ORLANDOS-COSTADO CEMENTERIO) LA LIBERTAD - PATAZ - PATAZ,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MAXIMA SEGURIDAD J & H S.A.C.,20605055487,MZA. P LOTE. 13 CND. RESIDENCIAL SOL DE CHAN CHAN LA LIBERTAD - TRUJILLO - HUANCHACO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
E & C INGENIEROS EIRL,20481382417,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CACHO SOUSA ARCE MARIELA,10166864963,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONTRATISTAS GENERALES SAN ISIDRO LABRADOR S.R.L,20482549005,MZA. A LOTE. 12 DPTO. 301 URB. LAS HORTENCIAS DE CALIFOR (FRENTE A GRIFO PRIMAX) LA LIBERTAD - TRUJILLO - VICTOR LARCO HERRERA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CUEVA YPARRAGUIRRE FELDER RONAL,10410914757,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RECICLADORA MANUELITA S.A.C.,20481450358,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
WELDCAB,20602653359,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GEOPERSIS JWJ S.R.L.,20492515052,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
VyP ICE S.A.C,20513959134,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INGENIERIA & PROYECTOS ALFA S.A.C.,20606095032,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SUAREZ FRANCO JANSER,10438383480,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COMPAÑIA FAMMEBA S.A.C.,20601243912,MZA. B LOTE. 11 URB. EL SACRAMENTO LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INGENIERIA ERA E.I.R.L,20525960332,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SANTOS ROJAS RENATO,10102373559,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INDUSTRIAS MINERAS DEL NORTE E.I.R.L.,20477657819,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
REPRESENTACIONES Y SERVICIOS INGENIEROS S.R.L.,20198746992,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CORPORACION MANISA S.R.L.,20601995060,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GESTIONA ACTIVOS S.A.C.,11123332125,---,---,,--,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
O GROUP S.R.L,20607157872,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
STRACON S.A.C.,20502011040,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JULIAN CHAVEZ IVONNE PAMELA ( PANIFICADORA EL GOLF ),10781095066,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO TCTNORTE,20610087095,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
IMPORTACIONES  & TECNOLOGIAS SRL,20502243927,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ESPINOZA TORRES YEISON BERTIN,10703165856,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINSUR S. A.,20100136741,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES Y NEGOCIOS BRICK S.A.C.,20539886283,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SESUVECA DEL PERU S.A.C.,20504061052,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RODRIGUEZ VILLALOBOS KATHERINE DEL CARMEN,10425090653,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PALTARUMI SOCIEDAD ANONIMA CERRADA - PALTARUMI S.A.C.,20548379840,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PROTECCION CATODICA DE COLOMBIA SUCURSAL PERU,20602563341,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GEOS CONSULTORES ASESORES Y ASOCIADOS S.A.C.,20600155688,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTES N & V S.A.C.,20482798561,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
OTOYA MH SAC,20602782043,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JJD CONTRATISTAS S.A.C.,20563623714,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CKZ S.A.C.,20557072943,MZA. G LOTE. 4 A LOT. FUNDO NIEVERIA LIMA - LIMA - LURIGANCHO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA CAPO SAC,20481842434,,,--,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
QUEYPO MORALES JOHALDO DANGELO,10409780666,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MORALITO E.I.R.L,20517281655,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BELLAN COMPANY S.A.C.,20609870002,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BRASS PERU S.A.C.,20537062828,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LABORATORIO INDUSTRIAL DEL NORTE E.I.R.L.,20603731248,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES MIGABY S.A.C.,20601204267,CAL.RIO TARICA NRO. 5371 URB. VILLA DEL NORTE LIMA - LIMA - LOS OLIVOS,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO SUPERVISOR CORREDOR VIAL N°8,20606827041,AV. GRAU NRO. 273 INT. 402 URB. CERCADO DE MIRAFLORES LIMA - LIMA - MIRAFLORES,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES DEFRA S.A.C.,20607621005,MZA. D LOTE. 11 SEC. SAN ANDRES BAJO (SAN PEDRO) LA LIBERTAD - TRUJILLO - VICTOR LARCO HERRERA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
DE LA CRUZ ESPINOZA JORGE IVAN,10194215776,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
T & B CONFRATELLI E.I.R.L.,20605693271,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTE RIOSAL S.A.C.,20608751247,CAL.SEBASTIAN LORENTE NRO. 531 URB. LAS QUINTANAS LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS MULTIPLES REMA S.A.C.,20481285217,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
AVILA VERA JUAN JORGE,10456628121,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COMIN S.A.C.,11122255556,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
AJANI S.A.C,20510645261,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MASTER TOOL GROUP S.A.C.,20608905414,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BOUBY S.A.C,20471254305,AV. LA MAR NRO. 267 COO. DE VIV. 27 DE ABRIL (A UNA CDRA DEL OVALO STA ANITA) LIMA - LIMA - ATE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CNC INGENIERIA S.A.C.,20606048891,MZA. 1 LOTE. 10A P.J. SAN JUAN (FRENTE AL TALLER MUNICIPAL) ANCASH - SANTA - CHIMBOTE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA DANGELLO Y VICTOR JESUS E.I.R.L,20605242210,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINCOAL S.A.C.,20604012768,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INGENIERIA Y SERVICIOS E.I.R.L,20481296502,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INGENIERIA & SERVICIOS GENERALES S.R.L.,20530750028,JR. FRANCISCO DE ZELA NRO. 647 ANCASH - HUARAZ - INDEPENDENCIA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINERA CORIWAYRA S.A.C.,20555999128,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FLORES DEL CASTILLO KARINA ANNABELL,10474708042,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MY V INDUSTRIALES E.I.R.L.,20609744520,---,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ALFIL CONTRATISTAS S.A.C.,20608195999,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
THIAN S.A.C.,20481235201,PJ. TACNA NRO. 393 INT. 3 (A UNA CUADRA DE PLAZA VEA AYACUCHO) LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JUAREZ EYZAGUIRRE CARMEN ROSA,10026446631,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FABRICATION SOLUTION MINING BAD BOYS S.A.C.,20610650105,AV. LAS MALVINA MZA. E LOTE. 5 OTR. PAMPLONA ALTA LIMA - LIMA - SAN JUAN DE MIRAFLORES,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RD RENTAL SOCIEDAD ANONIMA CERRADA,20517668657,CAL. 2 - URB. INDUSTRIAL LA MERCED MZA. C LOTE. 06 LIMALIMA-ATE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
DESARROLLO Y GESTION INMOBILIARIA SAC,20481934983,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CORPORACION LA FLOR DE LA ESPERANZA E.I.R.L,20609812932,OTR.ANEXO CHUNGANA NRO. S/N OTR. HUAYLILLAS LA LIBERTAD - PATAZ - HUAYLILLAS,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
"INYPSA CW INFRASTRUCTURES, S.L.U. SUCURSAL DEL PERU",20605881328,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
T-SOLUCIONA S.A.C.,20482204440,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
X-TERNA E.I.R.L.,20607694550,MZA. D LOTE. 17 INT. 303 URB. VISTA HERMOSA LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SK RENTAL S.A.C.,20511977712,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MULTISERVICIOS HNOS RJ E.I.R.L.,20608594168,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CENTRO ESPECIALIZADO DE SERVICIOS CORPORATIVOS S.A.C,20545052050,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INTEGRACION & FLUIDOS S.A.C. - IFLU S.A.C.,20603023928,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO SUPERVISOR BAMBAMARCA,12345678933,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
VILLALOBOS SALIRROSAS ZENAIDA MARIA,10182106602,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS MECANICOS INDUSTRIALES A&B S.A.C.,20608313355,PJ. PPJJ EL MILAGRO SECTOR NRO. 07 SEC. VILLA HERMOSA B-24 LA LIBERTAD - TRUJILLO - HUANCHACO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES SAN FELIPE S A,20131559764,CAR. VIA.DE EVITAMIENTO KM 576 - A.H. HUANCHAQUITO ALTO KM. 576. CARRETERA VIA DE EVITAMIENTO KM 576.2 LA LIBERTAD-TRUJILLOHUANCHACO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
IMC SERVICIOS GENERALES E.I.R.L,20601690081,CAL.SN MZA. Q LOTE. 06 A.H. VICENTELO BAJO LIMA - LIMA - EL AGUSTINO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRESAVM S.A.C.,20538623220,CAL.TARMA MZA. H LOTE. 5 A.V. FORTALEZA DE VITARTE LIMA - LIMA - ATE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ALEX STEWART (INTERNATIONAL) DEL PERU S.R.L.,20100355206,"CAL.LOS NEGOCIOS NRO. 420A (420-B,422,ALT. CDRA 39 REP. DE PANAMA) LIMA - LIMA - SURQUILLO",,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GREY WALL S S.A.C.,20609279002,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CALERA EL ZASAL S.A.C.,20453757146,CAR.BAMBAMARCA - CAJAMARCA KM. 8 CAS. COMUNIDAD APAN BAJO CAJAMARCA - HUALGAYOC - BAMBAMARCA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MARTINEZ CONTRATISTAS E INGENIERIA S.A.,20344764540,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JANILABS E.I.R.L.,20606758414,JR. BOLOGNESSI NRO. 654 INT. 200 (FRENTE AL HOSPITAL BELEN) LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES Y SERVICIOS R & V S.A.C.,20482845747,AV. MANSICHE NRO. 1714 SEC. IGLESIA MANSICHE LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EECOL ELECTRIC PERU S.A.C.,20504644074,JR. MONTERREY NRO. 405 URB. CHACARILLA DEL ESTANQUE (EDIF VISTACORP OFICINA 1301) LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSULTING & MANAGEMENT S.A.C.,20512613994,"Av. Rivera Navarrete, Ricardo Nro. 395 Dpto. 904 - SAN ISIDRO - LIMA",,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PROSEGUR ACTIVA PERU S.A.,20517930998,AV. REPUBLICA DE PANAMA NRO. 3890 LIMA - LIMA - SURQUILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CHESS CONSULTING & PROJECT SAC,20603584725,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CRES PERU CONTRATISTAS GENERALES S.A.C,20481561265,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
STATKRAFT PERU S.A.,20269180731,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
Adecco Sales & Marketing - ASM,33333333333,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ADECCO SALES & MARKETING S.A. ADECCO S & M S.A.,20610173285,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ADECCO INDUSTRIAL & LOGISTICS S.A. - ADECCO I & L S.A.,20610132279,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
DAVARSA FRANCOS S.A.C.,20539913868,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES Y NEGOCIOS ALBINDEC S.A.C.,20559707342,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
QUISPE ALVARADO GLADIS ARMINDA,10181488404,--,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RIVERA FRANCO SERAPIO,10081767446,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES Y NEGOCIOS CELAL E.I.R.L.,20477569952,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MAQUINARIAS AGRICOLAS PERUANAS S.A.C.,20601605067,AV. BRIGADIER MATEO PUMACAHUA MZA. A1 LOTE. 2 (PARCELA 1 PARQUE INDUSTRIAL) LIMA - LIMA - VILLA EL SALVADOR,--,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LOPEZ MANCHEGO CARLOS ALBERTO,10404841942,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES CJ & AC E.I.R.L,20610647091,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JAIRO GERARDO AVALOS MEZA,00072731167,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JASG - SERVICIOS GENERALES,10188724898,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CASTILLO GONZALES ALFREDO ALEXANDER,10468555307,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTE FQ SAC,20605880810,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RESITER PERU SAC,20537921464,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MICROBIOLOGIA AGRONOMA SAC,20604088292,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FRANCO RUIZ EDUARDO REYES,10436921646,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES TREO S.A.C.,20518607996,AV. CAMINOS DEL INCA NRO. 244 INT. 1302 URB. TAMBO DE MONTERRICO LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
DBAL SERVICIOS GENERALES SOCIEDAD ANONIMA CERRADA - DBAL SERVICIOS GENERALES S.A.C.,20563406969,AV. 17 MZA. M1 COO. VERTIENTES LIMA - LIMA - VILLA EL SALVADOR,--,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FABRICACIONES INDUSTRIALES DIAZ E.I.R.L.,20610442707,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JAELIN EIRL,20605739041,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ARANDA MORILLO JENNY MAYERLING,10766209519,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
METALES SOL DE ORO E.I.R.L.,20605353836,CAL.EL CARMEN JTO NRO. 580 DPTO. 1 OTR. SAN ROQUE (SURCO) LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ARTE DIGITAL CENTRO DE PRODUCCION GRAFICA MULTIMEDIA E INTERNET S.R.L.,20380051894,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MAQUINARIAS DEL CENTRO SOCIEDAD ANONIMA CERRADA - MAQUICEN S.A.C.,20511866481,CAL.GRANADA NRO. 132 URB. MAYORAZGO (ESTALDA DEL CENTRO UNIV. PRE-LIMA) LIMA - LIMA - ATE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.,20100177421,CAL.MANUEL AUGUSTO GONZALES OLAECHEA NRO. 448 URB. LIMATAMBO LIMA - LIMA - SAN ISIDRO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RIOS VELASQUEZ FAUSTINO,10194202780,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MAQUINOR RENTAL S.A.C.,20602098843,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RAMIREZ ROJAS INGENIERIA Y CONSTRUCCION S.A.C. - RR INCO S.A.C.,20602224865,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SPECTRA SERVICIOS MINEROS Y AMBIENTALES S.A.C.,20608788795,CAL.BERNARDO TASSO NRO. 209 INT. 203 URB. SAN BORJA SUR LIMA - LIMA - SAN BORJA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COMREIVIC S.A.C.,20519458161,AV. EL DERBY NRO. 055 DPTO. 705 URB. POLO AND HUNT CLUB (TORRE 2 EDIFICIO - CRONOS - OFICINA 705) LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
QHAPAC CONSULTING SOCIEDAD ANONIMA CERRADA,20522562751,--,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA DON JUANCITO S.A.C.,20477280707,CAL.03 MZA. C1 LOTE. 30 URB. POP EL CORTIJO LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RAFICM S.A.C.,20605970801,CAL.CURAZAO NRO. 361 DPTO. 301 URB. SANTA PATRICIA ET. UNO LIMA - LIMA - LA MOLINA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CARLOS ALBERTO SIGUENZA AVALOS,10409034301,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
